CVE_ID,CVSS_Score,CVSS_Version,Severity,Description,Published_Date,EPSS_Score,EPSS_Percentile,KEV,Vulnerability_Age_Days,Severity_Encoded,CVSS_EPSS_Interaction,KEV_EPSS_Interaction
CVE-2021-44739,4.3,3.1,MEDIUM,"Acrobat Reader DC ActiveX Control versions 21.007.20099 (and earlier), 20.004.30017 (and earlier) and 17.011.30204 (and earlier) are affected by an Information Disclosure vulnerability. An unauthenticated attacker could leverage this vulnerability to obtain NTLMv2 credentials. Exploitation of this issue requires user interaction in that a victim must open a maliciously crafted Microsoft Office file, or visit an attacker controlled web page.",2022-01-14 20:15:13.153000+00:00,0.02072,0.80096,0,1688,2.0,0.089096,0.0
CVE-2021-44740,3.3,3.1,LOW,"Acrobat Reader DC version 21.007.20099 (and earlier), 20.004.30017 (and earlier) and 17.011.30204 (and earlier) are affected by a Null pointer dereference vulnerability when parsing a specially crafted file. An unauthenticated attacker could leverage this vulnerability to achieve an application denial-of-service in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",2022-01-14 20:15:13.387000+00:00,0.03629,0.88711,0,1688,1.0,0.119757,0.0
CVE-2021-44741,3.3,3.1,LOW,"Acrobat Reader DC version 21.007.20099 (and earlier), 20.004.30017 (and earlier) and 17.011.30204 (and earlier) are affected by a Null pointer dereference vulnerability when parsing a specially crafted file. An unauthenticated attacker could leverage this vulnerability to achieve an application denial-of-service in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",2022-01-14 20:15:13.670000+00:00,0.03629,0.88712,0,1688,1.0,0.119757,0.0
CVE-2021-44742,3.3,3.1,LOW,"Acrobat Reader DC version 21.007.20099 (and earlier), 20.004.30017 (and earlier) and 17.011.30204 (and earlier) are affected by an out-of-bounds read vulnerability when parsing a crafted file, which could result in a read past the end of an allocated memory structure. An attacker could leverage this vulnerability to execute code in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",2022-01-14 20:15:13.837000+00:00,0.05856,0.92658,0,1688,1.0,0.193248,0.0
CVE-2021-44743,7.8,3.1,HIGH,Adobe Bridge version 11.1.2 (and earlier) and version 12.0 (and earlier) are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.,2022-01-14 20:15:13.913000+00:00,0.02458,0.83281,0,1688,3.0,0.191724,0.0
CVE-2021-44828,7.8,3.1,HIGH,"Arm Mali GPU Kernel Driver (Midgard r26p0 through r30p0, Bifrost r0p0 through r34p0, and Valhall r19p0 through r34p0) allows a non-privileged user to achieve write access to read-only memory, and possibly obtain root privileges, corrupt memory, and modify the memory of other processes.",2022-01-14 20:15:14.053000+00:00,0.00263,0.17779,0,1688,3.0,0.020513999999999998,0.0
CVE-2021-45051,3.3,3.1,LOW,Adobe Bridge version 11.1.2 (and earlier) and version 12.0 (and earlier) are affected by an use-after-free vulnerability in the processing of Format event actions that could lead to disclosure of sensitive memory. An attacker could leverage this vulnerability to bypass mitigations such as ASLR. Exploitation of this issue requires user interaction in that a victim must open a malicious file.,2022-01-14 20:15:14.177000+00:00,0.02742,0.85111,0,1688,1.0,0.090486,0.0
CVE-2021-45052,3.3,3.1,LOW,Adobe Bridge version 11.1.2 (and earlier) and version 12.0 (and earlier) are affected by an out-of-bounds read vulnerability that could lead to disclosure of sensitive memory. An attacker could leverage this vulnerability to bypass mitigations such as ASLR. Exploitation of this issue requires user interaction in that a victim must open a malicious TIF file.,2022-01-14 20:15:14.377000+00:00,0.0225,0.81664,0,1688,1.0,0.07425,0.0
CVE-2021-45060,7.8,3.1,HIGH,"Acrobat Reader DC version 21.007.20099 (and earlier), 20.004.30017 (and earlier) and 17.011.30204 (and earlier) are affected by an out-of-bounds read vulnerability when parsing a crafted file, which could result in a read past the end of an allocated memory structure. An attacker could leverage this vulnerability to execute code in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",2022-01-14 20:15:14.527000+00:00,0.08618,0.94701,0,1688,3.0,0.672204,0.0
CVE-2021-45061,7.8,3.1,HIGH,"Acrobat Reader DC version 21.007.20099 (and earlier), 20.004.30017 (and earlier) and 17.011.30204 (and earlier) are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",2022-01-14 20:15:14.593000+00:00,0.07869,0.94271,0,1688,3.0,0.6137819999999999,0.0
CVE-2021-45062,7.8,3.1,HIGH,"Acrobat Reader DC version 21.007.20099 (and earlier), 20.004.30017 (and earlier) and 17.011.30204 (and earlier) are affected by a use-after-free vulnerability in the processing of Format event actions that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",2022-01-14 20:15:14.647000+00:00,0.16497,0.96757,0,1688,3.0,1.286766,0.0
CVE-2021-45063,5.5,3.1,MEDIUM,"Acrobat Reader DC version 21.007.20099 (and earlier), 20.004.30017 (and earlier) and 17.011.30204 (and earlier) are affected by a use-after-free vulnerability in the processing of Format event actions that could lead to disclosure of sensitive memory. An attacker could leverage this vulnerability to bypass mitigations such as ASLR. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",2022-01-14 20:15:14.697000+00:00,0.06223,0.93022,0,1688,2.0,0.342265,0.0
CVE-2021-45064,7.8,3.1,HIGH,"Acrobat Reader DC version 21.007.20099 (and earlier), 20.004.30017 (and earlier) and 17.011.30204 (and earlier) are affected by a use-after-free vulnerability in the processing of Format event actions that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",2022-01-14 20:15:14.753000+00:00,0.11546,0.95716,0,1688,3.0,0.9005879999999999,0.0
CVE-2021-45067,5.5,3.1,MEDIUM,"Acrobat Reader DC version 21.007.20099 (and earlier), 20.004.30017 (and earlier) and 17.011.30204 (and earlier) are affected by an Access of Memory Location After End of Buffer vulnerability that could lead to disclosure of sensitive memory. An attacker could leverage this vulnerability to bypass mitigations such as ASLR. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",2022-01-14 20:15:14.813000+00:00,0.03529,0.88411,0,1688,2.0,0.19409500000000002,0.0
CVE-2021-45068,7.8,3.1,HIGH,"Acrobat Reader DC version 21.007.20099 (and earlier), 20.004.30017 (and earlier) and 17.011.30204 (and earlier) are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",2022-01-14 20:15:14.873000+00:00,0.12264,0.95887,0,1688,3.0,0.956592,0.0
CVE-2021-45406,8.8,3.1,HIGH,"In SalonERP 3.0.1, a SQL injection vulnerability allows an attacker to inject payload using 'sql' parameter in SQL query while generating a report. Upon successfully discovering the login admin password hash, it can be decrypted to obtain the plain-text password.",2022-01-14 20:15:14.937000+00:00,0.01775,0.76612,0,1688,3.0,0.1562,0.0
CVE-2021-45764,5.5,3.1,MEDIUM,GPAC v1.1.0 was discovered to contain an invalid memory address dereference via the function shift_chunk_offsets.isra().,2022-01-14 20:15:14.977000+00:00,0.00718,0.51309,0,1688,2.0,0.03949,0.0
CVE-2021-45767,5.5,3.1,MEDIUM,GPAC 1.1.0 was discovered to contain an invalid memory address dereference via the function lsr_read_id(). This vulnerability can lead to a Denial of Service (DoS).,2022-01-14 20:15:15.020000+00:00,0.00718,0.5131,0,1688,2.0,0.03949,0.0
CVE-2021-45769,7.5,3.1,HIGH,A NULL pointer dereference in AcseConnection_parseMessage at src/mms/iso_acse/acse.c of libiec61850 v1.5.0 can lead to a segmentation fault or application crash.,2022-01-14 20:15:15.063000+00:00,0.01062,0.62213,0,1688,3.0,0.07965,0.0
CVE-2021-45773,7.5,3.1,HIGH,A NULL pointer dereference in CS104_IPAddress_setFromString at src/iec60870/cs104/cs104_slave.c of lib60870 commit 0d5e76e can lead to a segmentation fault or application crash.,2022-01-14 20:15:15.103000+00:00,0.01062,0.62213,0,1688,3.0,0.07965,0.0
CVE-2021-45774,,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none,2022-01-14 20:15:15.143000+00:00,,,0,1688,,,
CVE-2021-45775,,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none,2022-01-14 20:15:15.183000+00:00,,,0,1688,,,
CVE-2021-45778,,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none,2022-01-14 20:15:15.227000+00:00,,,0,1688,,,
CVE-2021-45779,,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none,2022-01-14 20:15:15.267000+00:00,,,0,1688,,,
CVE-2021-45780,,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none,2022-01-14 20:15:15.307000+00:00,,,0,1688,,,
CVE-2021-45781,,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none,2022-01-14 20:15:15.350000+00:00,,,0,1688,,,
CVE-2021-45782,,,,Rejected reason: DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate was withdrawn by its CNA. Further investigation showed that it was not a security issue. Notes: none,2022-01-14 20:15:15.390000+00:00,,,0,1688,,,
CVE-2021-46019,5.5,3.1,MEDIUM,An untrusted pointer dereference in rec_db_destroy() at rec-db.c of GNU Recutils v1.8.90 can lead to a segmentation fault or application crash.,2022-01-14 20:15:15.433000+00:00,0.01004,0.60515,0,1688,2.0,0.055220000000000005,0.0
CVE-2021-46020,7.5,3.1,HIGH,An untrusted pointer dereference in mrb_vm_exec() of mruby v3.0.0 can lead to a segmentation fault or application crash.,2022-01-14 20:15:15.477000+00:00,0.01046,0.61752,0,1688,3.0,0.07845,0.0
CVE-2021-46021,5.5,3.1,MEDIUM,An Use-After-Free vulnerability in rec_record_destroy() at rec-record.c of GNU Recutils v1.8.90 can lead to a segmentation fault or application crash.,2022-01-14 20:15:15.517000+00:00,0.00953,0.58879,0,1688,2.0,0.052415,0.0
CVE-2021-46022,5.5,3.1,MEDIUM,An Use-After-Free vulnerability in rec_mset_elem_destroy() at rec-mset.c of GNU Recutils v1.8.90 can lead to a segmentation fault or application crash.,2022-01-14 20:15:15.560000+00:00,0.0097,0.59434,0,1688,2.0,0.05335,0.0
CVE-2021-46195,5.5,3.1,MEDIUM,GCC v12.0 was discovered to contain an uncontrolled recursion via the component libiberty/rust-demangle.c. This vulnerability allows attackers to cause a Denial of Service (DoS) by consuming excessive CPU and memory resources.,2022-01-14 20:15:15.600000+00:00,0.00779,0.5335,0,1688,2.0,0.042845,0.0
CVE-2022-0130,8.1,3.1,HIGH,"Tenable.sc versions 5.14.0 through 5.19.1 were found to contain a remote code execution vulnerability which could allow a remote, unauthenticated attacker to execute code under special circumstances. An attacker would first have to stage a specific file type in the web server root of the Tenable.sc host prior to remote exploitation.",2022-01-14 20:15:15.640000+00:00,0.01613,0.74239,0,1688,3.0,0.130653,0.0
CVE-2022-21137,7.8,3.1,HIGH,"Omron CX-One Versions 4.60 and prior are vulnerable to a stack-based buffer overflow while processing specific project files, which may allow an attacker to execute arbitrary code.",2022-01-14 20:15:15.687000+00:00,0.09271,0.94995,0,1688,3.0,0.723138,0.0
CVE-2022-22290,6.5,3.1,MEDIUM,Incorrect download source UI in Downloads in Samsung Internet prior to 16.0.6.23 allows attackers to perform domain spoofing via a crafted HTML page.,2022-01-14 20:15:15.740000+00:00,0.00791,0.53742,0,1688,2.0,0.051415,0.0
CVE-2022-22529,6.1,3.1,MEDIUM,"SAP Enterprise Threat Detection (ETD) - version 2.0, does not sufficiently encode user-controlled inputs which may lead to an unauthorized attacker possibly exploit XSS vulnerability. The UIs in ETD are using SAP UI5 standard controls, the UI5 framework provides automated output encoding for its standard controls. This output encoding prevents stored malicious user input from being executed when it is reflected in the UI.",2022-01-14 20:15:15.797000+00:00,0.00602,0.46416,0,1688,2.0,0.036722,0.0
CVE-2022-22530,8.1,3.1,HIGH,"The F0743 Create Single Payment application of SAP S/4HANA - versions 100, 101, 102, 103, 104, 105, 106, does not check uploaded or downloaded files. This allows an attacker with basic user rights to inject dangerous content or malicious code which could result in critical information being modified or completely compromise the availability of the application.",2022-01-14 20:15:15.837000+00:00,0.00935,0.58309,0,1688,3.0,0.075735,0.0
CVE-2022-22531,8.1,3.1,HIGH,"The F0743 Create Single Payment application of SAP S/4HANA - versions 100, 101, 102, 103, 104, 105, 106, does not check uploaded or downloaded files. This allows an attacker with basic user rights to run arbitrary script code, resulting in sensitive information being disclosed or modified.",2022-01-14 20:15:15.880000+00:00,0.00849,0.5559,0,1688,3.0,0.068769,0.0
CVE-2021-46168,5.5,3.1,MEDIUM,Spin v6.5.1 was discovered to contain an out-of-bounds write in lex() at spinlex.c.,2022-01-14 21:15:08.457000+00:00,0.00639,0.48114,0,1688,2.0,0.035144999999999996,0.0
CVE-2021-46169,5.5,3.1,MEDIUM,Modex v2.11 was discovered to contain an Use-After-Free vulnerability via the component tcache.,2022-01-14 21:15:08.497000+00:00,0.00683,0.50001,0,1688,2.0,0.037565,0.0
CVE-2021-46170,7.5,3.1,HIGH,An issue was discovered in JerryScript commit a6ab5e9. There is an Use-After-Free in lexer_compare_identifier_to_string in js-lexer.c file.,2022-01-14 21:15:08.540000+00:00,0.01159,0.64874,0,1688,3.0,0.086925,0.0
CVE-2021-46171,5.5,3.1,MEDIUM,Modex v2.11 was discovered to contain a NULL pointer dereference in set_create_id() at xtract.c.,2022-01-14 21:15:08.580000+00:00,0.00647,0.48489,0,1688,2.0,0.035585,0.0
CVE-2021-24044,9.8,3.1,CRITICAL,"By passing invalid javascript code where await and yield were called upon non-async and non-generator getter/setter functions, Hermes would invoke generator functions and error out on invalid await/yield positions. This could result in segmentation fault as a consequence of type confusion error, with a low chance of RCE. This issue affects Hermes versions prior to v0.10.0.",2022-01-15 01:15:07.943000+00:00,0.0126,0.67515,0,1688,4.0,0.12348,0.0
CVE-2022-23094,7.5,3.1,HIGH,Libreswan 4.2 through 4.5 allows remote attackers to cause a denial of service (NULL pointer dereference and daemon crash) via a crafted IKEv1 packet because pluto/ikev1.c wrongly expects that a state object exists. This is fixed in 4.6.,2022-01-15 02:15:06.547000+00:00,0.02523,0.83726,0,1688,3.0,0.189225,0.0
CVE-2021-33963,9.8,3.1,CRITICAL,"China Mobile An Lianbao WF-1 v1.0.1 router web interface through /api/ZRMacClone/mac_addr_clone receives parameters by POST request, and the parameter macType has a command injection vulnerability. An attacker can use the vulnerability to execute remote commands.",2022-01-15 10:15:07.747000+00:00,0.03071,0.86701,0,1688,4.0,0.30095800000000006,0.0
CVE-2021-44049,7.8,3.1,HIGH,CyberArk Endpoint Privilege Manager (EPM) through 11.5.3.328 before 2021-12-20 allows a local user to gain elevated privileges via a Trojan horse Procmon64.exe in the user's Temp directory.,2022-01-15 15:15:19.073000+00:00,0.00404,0.33483,0,1688,3.0,0.031512,0.0
CVE-2022-23095,7.8,3.1,HIGH,Open Design Alliance Drawings SDK before 2022.12.1 mishandles the loading of JPG files. Unchecked input data from a crafted JPG file leads to memory corruption. An attacker can leverage this vulnerability to execute code in the context of the current process.,2022-01-15 15:17:30.387000+00:00,0.01127,0.6402,0,1688,3.0,0.087906,0.0
CVE-2022-23178,9.8,3.1,CRITICAL,"An issue was discovered on Crestron HD-MD4X2-4K-E 1.0.0.2159 devices. When the administrative web interface of the HDMI switcher is accessed unauthenticated, user credentials are disclosed that are valid to authenticate to the web interface. Specifically, aj.html sends a JSON document with uname and upassword fields.",2022-01-15 15:17:30.597000+00:00,0.75159,0.99473,0,1688,4.0,7.365582000000001,0.0
CVE-2020-28919,5.4,3.1,MEDIUM,A stored cross site scripting (XSS) vulnerability in Checkmk 1.6.0x prior to 1.6.0p19 allows an authenticated remote attacker to inject arbitrary JavaScript via a javascript: URL in a view title.,2022-01-15 17:15:08.283000+00:00,0.01078,0.62676,0,1688,2.0,0.058212,0.0
CVE-2021-32545,7.5,3.1,HIGH,Pexip Infinity before 26 allows remote denial of service because of missing RTMP input validation.,2022-01-15 17:15:09.703000+00:00,0.0128,0.67985,0,1688,3.0,0.096,0.0
CVE-2021-33498,7.5,3.1,HIGH,Pexip Infinity before 26 allows remote denial of service because of missing H.264 input validation (issue 1 of 2).,2022-01-15 17:15:10.277000+00:00,0.01245,0.67177,0,1688,3.0,0.093375,0.0
CVE-2021-33499,7.5,3.1,HIGH,Pexip Infinity before 26 allows remote denial of service because of missing H.264 input validation (issue 2 of 2).,2022-01-15 17:15:10.833000+00:00,0.01245,0.67176,0,1688,3.0,0.093375,0.0
CVE-2021-35969,7.5,3.1,HIGH,Pexip Infinity before 26 allows temporary remote Denial of Service (abort) because of missing call-setup input validation.,2022-01-15 17:15:11.380000+00:00,0.01245,0.67176,0,1688,3.0,0.093375,0.0
CVE-2021-42555,7.5,3.1,HIGH,Pexip Infinity before 26.2 allows temporary remote Denial of Service (abort) because of missing call-setup input validation.,2022-01-15 17:15:11.940000+00:00,0.01245,0.67176,0,1688,3.0,0.093375,0.0
CVE-2021-33827,7.2,3.1,HIGH,The files_antivirus component before 1.0.0 for ownCloud allows OS Command Injection via the administration settings.,2022-01-15 21:15:07.767000+00:00,0.02089,0.80269,0,1687,3.0,0.150408,0.0
CVE-2021-33828,8.8,3.1,HIGH,The files_antivirus component before 1.0.0 for ownCloud mishandles the protection mechanism by which malicious files (that have been uploaded to a public share) are supposed to be deleted upon detection.,2022-01-15 21:15:08.953000+00:00,0.01156,0.64792,0,1687,3.0,0.10172800000000001,0.0
CVE-2021-44537,7.8,3.1,HIGH,"ownCloud owncloud/client before 2.9.2 allows Resource Injection by a server into the desktop client via a URL, leading to remote code execution.",2022-01-15 21:15:09.043000+00:00,0.02749,0.85151,0,1687,3.0,0.214422,0.0
CVE-2022-0238,4.3,3.1,MEDIUM,phoronix-test-suite is vulnerable to Cross-Site Request Forgery (CSRF),2022-01-16 11:15:07.820000+00:00,0.00783,0.5349,0,1687,2.0,0.033669,0.0
CVE-2022-0235,6.1,3.1,MEDIUM,node-fetch is vulnerable to Exposure of Sensitive Information to an Unauthorized Actor,2022-01-16 17:15:07.870000+00:00,0.01646,0.74752,0,1687,2.0,0.10040599999999998,0.0
CVE-2021-4170,5.4,3.1,MEDIUM,calibre-web is vulnerable to Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2022-01-16 21:15:07.900000+00:00,0.00809,0.54337,0,1686,2.0,0.043686,0.0
CVE-2022-23303,9.8,3.1,CRITICAL,The implementations of SAE in hostapd before 2.10 and wpa_supplicant before 2.10 are vulnerable to side channel attacks as a result of cache access patterns. NOTE: this issue exists because of an incomplete fix for CVE-2019-9494.,2022-01-17 02:15:06.760000+00:00,0.03054,0.86635,0,1686,4.0,0.29929200000000006,0.0
CVE-2022-23304,9.8,3.1,CRITICAL,The implementations of EAP-pwd in hostapd before 2.10 and wpa_supplicant before 2.10 are vulnerable to side-channel attacks as a result of cache access patterns. NOTE: this issue exists because of an incomplete fix for CVE-2019-9495.,2022-01-17 02:15:06.813000+00:00,0.01903,0.78233,0,1686,4.0,0.186494,0.0
CVE-2022-0239,9.8,3.1,CRITICAL,corenlp is vulnerable to Improper Restriction of XML External Entity Reference,2022-01-17 07:15:06.867000+00:00,0.01217,0.66459,0,1686,4.0,0.11926600000000001,0.0
CVE-2021-4171,9.8,3.1,CRITICAL,calibre-web is vulnerable to Business Logic Errors,2022-01-17 10:15:07.857000+00:00,0.01387,0.70304,0,1686,4.0,0.13592600000000002,0.0
CVE-2022-0131,3.3,3.1,LOW,"Jimoty App for Android versions prior to 3.7.42 uses a hard-coded API key for an external service. By exploiting this vulnerability, API key for an external service may be obtained by analyzing data in the app.",2022-01-17 10:15:08.007000+00:00,0.00203,0.10202,0,1686,1.0,0.006699,0.0
CVE-2022-0180,8.8,3.1,HIGH,Cross-site request forgery (CSRF) vulnerability in Quiz And Survey Master versions prior to 7.3.7 allows a remote attacker to hijack the authentication of administrators and conduct arbitrary operations via a specially crafted web page.,2022-01-17 10:15:08.057000+00:00,0.00654,0.48803,0,1686,3.0,0.057552000000000006,0.0
CVE-2022-0181,6.1,3.1,MEDIUM,Reflected cross-site scripting vulnerability in Quiz And Survey Master versions prior to 7.3.7 allows a remote attacker to inject an arbitrary script via unspecified vectors.,2022-01-17 10:15:08.103000+00:00,0.01277,0.67913,0,1686,2.0,0.077897,0.0
CVE-2022-0182,5.4,3.1,MEDIUM,Stored cross-site scripting vulnerability in Quiz And Survey Master versions prior to 7.3.7 allows a remote authenticated attacker to inject an arbitrary script via an website that uses Quiz And Survey Master.,2022-01-17 10:15:08.153000+00:00,0.00974,0.5959,0,1686,2.0,0.052596000000000004,0.0
CVE-2022-0183,4.6,3.1,MEDIUM,Missing encryption of sensitive data vulnerability in 'MIRUPASS' PW10 firmware all versions and 'MIRUPASS' PW20 firmware all versions allows an attacker who can physically access the device to obtain the stored passwords.,2022-01-17 10:15:08.200000+00:00,0.00107,0.01248,0,1686,2.0,0.004921999999999999,0.0
CVE-2022-0184,4.3,3.1,MEDIUM,Insufficiently protected credentials vulnerability in 'TEPRA' PRO SR5900P Ver.1.080 and earlier and 'TEPRA' PRO SR-R7900P Ver.1.030 and earlier allows an attacker on the adjacent network to obtain credentials for connecting to the Wi-Fi access point with the infrastructure mode.,2022-01-17 10:15:08.247000+00:00,0.00342,0.26924,0,1686,2.0,0.014705999999999999,0.0
CVE-2021-3853,6.1,3.1,MEDIUM,chaskiq is vulnerable to Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2022-01-17 12:15:09.127000+00:00,0.00616,0.47061,0,1686,2.0,0.037576,0.0
CVE-2021-3857,5.4,3.1,MEDIUM,chaskiq is vulnerable to Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2022-01-17 12:15:09.190000+00:00,0.006,0.46323,0,1686,2.0,0.032400000000000005,0.0
CVE-2021-24838,6.1,3.1,MEDIUM,"The AnyComment WordPress plugin before 0.3.5 has an API endpoint which passes user input via the redirect parameter to the wp_redirect() function without being validated first, leading to an Open Redirect issue, which according to the vendor, is a feature.",2022-01-17 13:15:07.577000+00:00,0.02208,0.81329,0,1686,2.0,0.13468799999999997,0.0
CVE-2021-24909,6.1,3.1,MEDIUM,"The ACF Photo Gallery Field WordPress plugin before 1.7.5 does not sanitise and escape the post parameter in the includes/acf_photo_gallery_metabox_edit.php file before outputing back in an attribute, leading to a Reflected Cross-Site Scripting issue",2022-01-17 13:15:07.637000+00:00,0.008,0.54048,0,1686,2.0,0.048799999999999996,0.0
CVE-2021-25005,4.8,3.1,MEDIUM,The SEUR Oficial WordPress plugin before 1.7.0 does not sanitize and escape some of its settings allowing high privilege users to perform Cross-Site Scripting attacks even when the unfiltered_html capability is disallowed,2022-01-17 13:15:07.690000+00:00,0.00605,0.46539,0,1686,2.0,0.029039999999999996,0.0
CVE-2021-25024,6.1,3.1,MEDIUM,"The EventCalendar WordPress plugin before 1.1.51 does not escape some user input before outputting it back in attributes, leading to Reflected Cross-SIte Scripting issues",2022-01-17 13:15:07.747000+00:00,0.0081,0.54386,0,1686,2.0,0.049409999999999996,0.0
CVE-2021-25025,4.3,3.1,MEDIUM,"The EventCalendar WordPress plugin before 1.1.51 does not have proper authorisation and CSRF checks in the add_calendar_event AJAX actions, allowing users with a role as low as subscriber to create events",2022-01-17 13:15:07.800000+00:00,0.00347,0.27431,0,1686,2.0,0.014920999999999999,0.0
CVE-2021-25036,8.8,3.1,HIGH,"The All in One SEO WordPress plugin before 4.1.5.3 is affected by a Privilege Escalation issue, which was discovered during an internal audit by the Jetpack Scan team, and may grant bad actors access to protected REST API endpoints they shouldn’t have access to. This could ultimately enable users with low-privileged accounts, like subscribers, to perform remote code execution on affected sites.",2022-01-17 13:15:07.853000+00:00,0.03033,0.86549,0,1686,3.0,0.26690400000000003,0.0
CVE-2021-25037,6.5,3.1,MEDIUM,"The All in One SEO WordPress plugin before 4.1.5.3 is affected by an authenticated SQL injection issue, which was discovered during an internal audit by the Jetpack Scan team, and could grant attackers access to privileged information from the affected site’s database (e.g., usernames and hashed passwords).",2022-01-17 13:15:07.910000+00:00,0.01291,0.68231,0,1686,2.0,0.083915,0.0
CVE-2021-25046,5.4,3.1,MEDIUM,"The Modern Events Calendar Lite WordPress plugin before 6.2.0 alloed any logged-in user, even a subscriber user, may add a category whose parameters are incorrectly escaped in the admin panel, leading to stored XSS.",2022-01-17 13:15:07.967000+00:00,0.00611,0.46848,0,1686,2.0,0.032994,0.0
CVE-2021-25061,5.4,3.1,MEDIUM,The WP Booking System WordPress plugin before 2.0.15 was affected by a reflected xss in wp-booking-system on the wpbs-calendars admin page.,2022-01-17 13:15:08.020000+00:00,0.00675,0.49683,0,1686,2.0,0.03645,0.0
CVE-2021-25065,5.4,3.1,MEDIUM,The Smash Balloon Social Post Feed WordPress plugin before 4.1.1 was affected by a reflected XSS in custom-facebook-feed in cff-top admin page.,2022-01-17 13:15:08.077000+00:00,0.01217,0.66458,0,1686,2.0,0.06571800000000001,0.0
CVE-2021-25067,5.4,3.1,MEDIUM,The Landing Page Builder WordPress plugin before 1.4.9.6 was affected by a reflected XSS in page-builder-add on the ulpb_post admin page.,2022-01-17 13:15:08.130000+00:00,0.01096,0.63207,0,1686,2.0,0.059184,0.0
CVE-2021-4164,8.8,3.1,HIGH,calibre-web is vulnerable to Cross-Site Request Forgery (CSRF),2022-01-17 13:15:08.193000+00:00,0.00545,0.43528,0,1686,3.0,0.04796,0.0
CVE-2021-3862,4.8,3.1,MEDIUM,icecoder is vulnerable to Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2022-01-17 14:15:07.923000+00:00,0.00668,0.49371,0,1686,2.0,0.032064,0.0
CVE-2022-0240,7.5,3.1,HIGH,mruby is vulnerable to NULL Pointer Dereference,2022-01-17 14:15:07.987000+00:00,0.00963,0.59177,0,1686,3.0,0.072225,0.0
CVE-2022-0253,5.4,3.1,MEDIUM,livehelperchat is vulnerable to Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2022-01-17 14:15:08.047000+00:00,0.00813,0.54456,0,1686,2.0,0.043902000000000004,0.0
CVE-2022-0256,5.4,3.1,MEDIUM,pimcore is vulnerable to Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2022-01-17 16:15:07.583000+00:00,0.00642,0.48293,0,1686,2.0,0.034668000000000004,0.0
CVE-2022-0257,5.4,3.1,MEDIUM,pimcore is vulnerable to Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2022-01-17 16:15:07.650000+00:00,0.01456,0.71608,0,1686,2.0,0.078624,0.0
CVE-2022-0258,8.8,3.1,HIGH,pimcore is vulnerable to Improper Neutralization of Special Elements used in an SQL Command,2022-01-17 16:15:07.713000+00:00,0.01658,0.74926,0,1686,3.0,0.14590400000000003,0.0
CVE-2021-33040,6.1,3.1,MEDIUM,managers/views/iframe.js in FuturePress EPub.js before 0.3.89 allows XSS.,2022-01-17 17:15:07.537000+00:00,0.00937,0.58367,0,1686,2.0,0.05715699999999999,0.0
