cve_id,asset_id,asset_name,asset_type,criticality,internet_exposure,business_impact_score,environment,cvss_score,epss_score,epss_percentile,kev,vulnerability_age_days,severity_encoded,cvss_epss_interaction,kev_epss_interaction,severity,remediation_hours,remediation_type,status
CVE-2021-33848,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,5.4,0.00611,0.46789,0,1681,2.0,0.032994,0.0,MEDIUM,2.0,Patch,Open
CVE-2021-33848,ASSET-020,CI/CD Build Server,Server,MEDIUM,0,4,Development,5.4,0.00611,0.46789,0,1681,2.0,0.032994,0.0,MEDIUM,2.5,Patch,Open
CVE-2021-33848,ASSET-022,Developer Workstation Pool,Laptop,LOW,0,3,Development,5.4,0.00611,0.46789,0,1681,2.0,0.032994,0.0,MEDIUM,1.5,Config Change,Open
CVE-2021-33848,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,5.4,0.00611,0.46789,0,1681,2.0,0.032994,0.0,MEDIUM,2.5,Config Change,Open
CVE-2021-33848,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,5.4,0.00611,0.46789,0,1681,2.0,0.032994,0.0,MEDIUM,3.0,Patch,Open
CVE-2021-33851,ASSET-001,Payment Processing Server,Server,CRITICAL,1,10,Production,5.4,0.01318,0.68802,0,1634,2.0,0.071172,0.0,MEDIUM,9.0,Patch,Open
CVE-2021-33851,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,5.4,0.01318,0.68802,0,1634,2.0,0.071172,0.0,MEDIUM,3.0,Config Change,Open
CVE-2021-33851,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,5.4,0.01318,0.68802,0,1634,2.0,0.071172,0.0,MEDIUM,4.5,Patch,Open
CVE-2021-33851,ASSET-007,Order Management System,Server,HIGH,0,8,Production,5.4,0.01318,0.68802,0,1634,2.0,0.071172,0.0,MEDIUM,3.0,Patch,Open
CVE-2021-33851,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,5.4,0.01318,0.68802,0,1634,2.0,0.071172,0.0,MEDIUM,1.0,Workaround,Open
CVE-2021-33851,ASSET-020,CI/CD Build Server,Server,MEDIUM,0,4,Development,5.4,0.01318,0.68802,0,1634,2.0,0.071172,0.0,MEDIUM,1.0,Workaround,Open
CVE-2021-33851,ASSET-022,Developer Workstation Pool,Laptop,LOW,0,3,Development,5.4,0.01318,0.68802,0,1634,2.0,0.071172,0.0,MEDIUM,1.5,Config Change,Open
CVE-2021-33851,ASSET-027,Employee Endpoint Fleet,Laptop,LOW,0,3,Corporate,5.4,0.01318,0.68802,0,1634,2.0,0.071172,0.0,MEDIUM,1.0,Config Change,Open
CVE-2021-33851,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,5.4,0.01318,0.68802,0,1634,2.0,0.071172,0.0,MEDIUM,2.0,Config Change,Open
CVE-2021-33852,ASSET-001,Payment Processing Server,Server,CRITICAL,1,10,Production,5.4,0.00636,0.48028,0,1634,2.0,0.034344,0.0,MEDIUM,5.0,Config Change,Open
CVE-2021-33852,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,5.4,0.00636,0.48028,0,1634,2.0,0.034344,0.0,MEDIUM,1.5,Workaround,Open
CVE-2021-33852,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,5.4,0.00636,0.48028,0,1634,2.0,0.034344,0.0,MEDIUM,1.5,Workaround,Open
CVE-2021-33852,ASSET-007,Order Management System,Server,HIGH,0,8,Production,5.4,0.00636,0.48028,0,1634,2.0,0.034344,0.0,MEDIUM,3.0,Patch,Open
CVE-2021-33852,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,5.4,0.00636,0.48028,0,1634,2.0,0.034344,0.0,MEDIUM,2.5,Patch,Open
CVE-2021-33852,ASSET-020,CI/CD Build Server,Server,MEDIUM,0,4,Development,5.4,0.00636,0.48028,0,1634,2.0,0.034344,0.0,MEDIUM,2.0,Config Change,Open
CVE-2021-33852,ASSET-022,Developer Workstation Pool,Laptop,LOW,0,3,Development,5.4,0.00636,0.48028,0,1634,2.0,0.034344,0.0,MEDIUM,1.0,Config Change,Open
CVE-2021-33852,ASSET-027,Employee Endpoint Fleet,Laptop,LOW,0,3,Corporate,5.4,0.00636,0.48028,0,1634,2.0,0.034344,0.0,MEDIUM,2.0,Patch,Open
CVE-2021-33852,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,5.4,0.00636,0.48028,0,1634,2.0,0.034344,0.0,MEDIUM,3.5,Patch,Open
CVE-2021-33853,ASSET-001,Payment Processing Server,Server,CRITICAL,1,10,Production,5.4,0.00576,0.45139,0,1628,2.0,0.031104,0.0,MEDIUM,3.0,Workaround,Open
CVE-2021-33853,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,5.4,0.00576,0.45139,0,1628,2.0,0.031104,0.0,MEDIUM,4.5,Patch,Open
CVE-2021-33853,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,5.4,0.00576,0.45139,0,1628,2.0,0.031104,0.0,MEDIUM,3.0,Config Change,Open
CVE-2021-33853,ASSET-007,Order Management System,Server,HIGH,0,8,Production,5.4,0.00576,0.45139,0,1628,2.0,0.031104,0.0,MEDIUM,2.0,Config Change,Open
CVE-2021-33853,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,5.4,0.00576,0.45139,0,1628,2.0,0.031104,0.0,MEDIUM,1.5,Config Change,Open
CVE-2021-33853,ASSET-020,CI/CD Build Server,Server,MEDIUM,0,4,Development,5.4,0.00576,0.45139,0,1628,2.0,0.031104,0.0,MEDIUM,0.5,Workaround,Open
CVE-2021-33853,ASSET-022,Developer Workstation Pool,Laptop,LOW,0,3,Development,5.4,0.00576,0.45139,0,1628,2.0,0.031104,0.0,MEDIUM,2.0,Patch,Open
CVE-2021-33853,ASSET-027,Employee Endpoint Fleet,Laptop,LOW,0,3,Corporate,5.4,0.00576,0.45139,0,1628,2.0,0.031104,0.0,MEDIUM,0.5,Workaround,Open
CVE-2021-33853,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,5.4,0.00576,0.45139,0,1628,2.0,0.031104,0.0,MEDIUM,2.0,Config Change,Open
CVE-2021-33853,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,5.4,0.00576,0.45139,0,1628,2.0,0.031104,0.0,MEDIUM,2.0,Config Change,Open
CVE-2021-33912,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,9.8,0.09643,0.95136,0,1684,4.0,0.945014,0.0,CRITICAL,10.0,Patch,Open
CVE-2021-33912,ASSET-005,Authentication & SSO Server,Server,HIGH,1,9,Production,9.8,0.09643,0.95136,0,1684,4.0,0.945014,0.0,CRITICAL,10.0,Patch,Open
CVE-2021-33912,ASSET-008,Notification & Email Server,Server,MEDIUM,1,5,Production,9.8,0.09643,0.95136,0,1684,4.0,0.945014,0.0,CRITICAL,32.5,Upgrade,Open
CVE-2021-33912,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,9.8,0.09643,0.95136,0,1684,4.0,0.945014,0.0,CRITICAL,26.0,Upgrade,Open
CVE-2021-33912,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,9.8,0.09643,0.95136,0,1684,4.0,0.945014,0.0,CRITICAL,5.5,Patch,Open
CVE-2021-33912,ASSET-026,Corporate Email Server,Server,MEDIUM,1,6,Corporate,9.8,0.09643,0.95136,0,1684,4.0,0.945014,0.0,CRITICAL,36.0,Upgrade,Open
CVE-2021-33912,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,9.8,0.09643,0.95136,0,1684,4.0,0.945014,0.0,CRITICAL,31.0,Upgrade,Open
CVE-2021-33912,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,9.8,0.09643,0.95136,0,1684,4.0,0.945014,0.0,CRITICAL,39.0,Upgrade,Open
CVE-2021-33913,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,9.8,0.09643,0.95136,0,1684,4.0,0.945014,0.0,CRITICAL,10.0,Patch,Open
CVE-2021-33913,ASSET-005,Authentication & SSO Server,Server,HIGH,1,9,Production,9.8,0.09643,0.95136,0,1684,4.0,0.945014,0.0,CRITICAL,40.0,Upgrade,Open
CVE-2021-33913,ASSET-008,Notification & Email Server,Server,MEDIUM,1,5,Production,9.8,0.09643,0.95136,0,1684,4.0,0.945014,0.0,CRITICAL,31.5,Upgrade,Open
CVE-2021-33913,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,9.8,0.09643,0.95136,0,1684,4.0,0.945014,0.0,CRITICAL,23.0,Upgrade,Open
CVE-2021-33913,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,9.8,0.09643,0.95136,0,1684,4.0,0.945014,0.0,CRITICAL,28.5,Upgrade,Open
CVE-2021-33913,ASSET-026,Corporate Email Server,Server,MEDIUM,1,6,Corporate,9.8,0.09643,0.95136,0,1684,4.0,0.945014,0.0,CRITICAL,6.5,Patch,Open
CVE-2021-33913,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,9.8,0.09643,0.95136,0,1684,4.0,0.945014,0.0,CRITICAL,7.5,Patch,Open
CVE-2021-33913,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,9.8,0.09643,0.95136,0,1684,4.0,0.945014,0.0,CRITICAL,6.5,Patch,Open
CVE-2021-33945,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,9.8,0.01846,0.7753,0,1656,4.0,0.180908,0.0,CRITICAL,27.0,Upgrade,Open
CVE-2021-33961,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,6.1,0.00705,0.50807,0,1621,2.0,0.0430049999999999,0.0,MEDIUM,2.0,Patch,Open
CVE-2021-33961,ASSET-020,CI/CD Build Server,Server,MEDIUM,0,4,Development,6.1,0.00705,0.50807,0,1621,2.0,0.0430049999999999,0.0,MEDIUM,1.0,Workaround,Open
CVE-2021-33961,ASSET-022,Developer Workstation Pool,Laptop,LOW,0,3,Development,6.1,0.00705,0.50807,0,1621,2.0,0.0430049999999999,0.0,MEDIUM,1.5,Patch,Open
CVE-2021-33962,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,9.8,0.03708,0.88956,0,1689,4.0,0.363384,0.0,CRITICAL,8.0,Patch,Open
CVE-2021-33962,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,9.8,0.03708,0.88956,0,1689,4.0,0.363384,0.0,CRITICAL,8.5,Patch,Open
CVE-2021-33962,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,9.8,0.03708,0.88956,0,1689,4.0,0.363384,0.0,CRITICAL,28.5,Upgrade,Open
CVE-2021-33962,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,9.8,0.03708,0.88956,0,1689,4.0,0.363384,0.0,CRITICAL,37.5,Upgrade,Open
CVE-2021-33963,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,9.8,0.03071,0.86701,0,1688,4.0,0.300958,0.0,CRITICAL,8.0,Patch,Open
CVE-2021-33963,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,9.8,0.03071,0.86701,0,1688,4.0,0.300958,0.0,CRITICAL,9.0,Patch,Open
CVE-2021-33963,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,9.8,0.03071,0.86701,0,1688,4.0,0.300958,0.0,CRITICAL,5.5,Patch,Open
CVE-2021-33963,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,9.8,0.03071,0.86701,0,1688,4.0,0.300958,0.0,CRITICAL,31.0,Upgrade,Open
CVE-2021-33964,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,8.8,0.02871,0.85818,0,1685,3.0,0.252648,0.0,HIGH,4.5,Config Change,Open
CVE-2021-33964,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,8.8,0.02871,0.85818,0,1685,3.0,0.252648,0.0,HIGH,4.5,Config Change,Open
CVE-2021-33964,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,8.8,0.02871,0.85818,0,1685,3.0,0.252648,0.0,HIGH,3.5,Patch,Open
CVE-2021-33964,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,8.8,0.02871,0.85818,0,1685,3.0,0.252648,0.0,HIGH,4.5,Patch,Open
CVE-2021-33965,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,8.8,0.02871,0.85819,0,1685,3.0,0.252648,0.0,HIGH,4.0,Config Change,Open
CVE-2021-33965,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,8.8,0.02871,0.85819,0,1685,3.0,0.252648,0.0,HIGH,4.5,Config Change,Open
CVE-2021-33965,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,8.8,0.02871,0.85819,0,1685,3.0,0.252648,0.0,HIGH,2.0,Config Change,Open
CVE-2021-33965,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,8.8,0.02871,0.85819,0,1685,3.0,0.252648,0.0,HIGH,4.0,Patch,Open
CVE-2021-33966,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,5.4,0.0088,0.56579,0,1681,2.0,0.04752,0.0,MEDIUM,2.5,Config Change,Open
CVE-2021-33966,ASSET-005,Authentication & SSO Server,Server,HIGH,1,9,Production,5.4,0.0088,0.56579,0,1681,2.0,0.04752,0.0,MEDIUM,4.5,Patch,Open
CVE-2021-33966,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,5.4,0.0088,0.56579,0,1681,2.0,0.04752,0.0,MEDIUM,1.5,Config Change,Open
CVE-2021-33966,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,5.4,0.0088,0.56579,0,1681,2.0,0.04752,0.0,MEDIUM,2.5,Patch,Open
CVE-2021-3398,ASSET-010,VPN Gateway,Network,HIGH,1,7,Production,5.8,0.00924,0.57924,0,1662,2.0,0.053592,0.0,MEDIUM,4.5,Patch,Open
CVE-2021-3398,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,5.8,0.00924,0.57924,0,1662,2.0,0.053592,0.0,MEDIUM,1.5,Config Change,Open
CVE-2021-3398,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,5.8,0.00924,0.57924,0,1662,2.0,0.053592,0.0,MEDIUM,3.5,Patch,Open
CVE-2021-3398,ASSET-017,Vulnerability Scanner Host,Server,MEDIUM,0,4,Production,5.8,0.00924,0.57924,0,1662,2.0,0.053592,0.0,MEDIUM,2.5,Patch,Open
CVE-2021-34073,ASSET-002,Financial Reporting Database,Database,VERY_HIGH,0,9,Production,5.4,0.00583,0.45529,0,1675,2.0,0.031482,0.0,MEDIUM,3.5,Config Change,Open
CVE-2021-34073,ASSET-003,Customer Database Server,Database,CRITICAL,0,10,Production,5.4,0.00583,0.45529,0,1675,2.0,0.031482,0.0,MEDIUM,3.5,Config Change,Open
CVE-2021-34073,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,5.4,0.00583,0.45529,0,1675,2.0,0.031482,0.0,MEDIUM,3.0,Config Change,Open
CVE-2021-34073,ASSET-014,Analytics Data Warehouse,Database,MEDIUM,0,6,Production,5.4,0.00583,0.45529,0,1675,2.0,0.031482,0.0,MEDIUM,1.5,Config Change,Open
CVE-2021-34073,ASSET-019,Staging Database,Database,LOW,0,2,Staging,5.4,0.00583,0.45529,0,1675,2.0,0.031482,0.0,MEDIUM,2.0,Patch,Open
CVE-2021-34086,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,8.8,0.00529,0.42642,0,1693,3.0,0.046552,0.0,HIGH,7.5,Patch,Open
CVE-2021-34086,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,8.8,0.00529,0.42642,0,1693,3.0,0.046552,0.0,HIGH,7.0,Patch,Open
CVE-2021-34086,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,8.8,0.00529,0.42642,0,1693,3.0,0.046552,0.0,HIGH,3.5,Patch,Open
CVE-2021-34086,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,8.8,0.00529,0.42642,0,1693,3.0,0.046552,0.0,HIGH,4.5,Patch,Open
CVE-2021-34087,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,7.1,0.00814,0.54472,0,1693,3.0,0.057794,0.0,HIGH,4.5,Config Change,Open
CVE-2021-34087,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,7.1,0.00814,0.54472,0,1693,3.0,0.057794,0.0,HIGH,3.5,Patch,Open
CVE-2021-34087,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,7.1,0.00814,0.54472,0,1693,3.0,0.057794,0.0,HIGH,5.0,Patch,Open
CVE-2021-34122,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,5.5,0.00816,0.5458,0,1634,2.0,0.04488,0.0,MEDIUM,4.5,Patch,Open
CVE-2021-34122,ASSET-001,Payment Processing Server,Server,CRITICAL,1,10,Production,5.5,0.00816,0.5458,0,1634,2.0,0.04488,0.0,MEDIUM,5.5,Config Change,Open
CVE-2021-3422,ASSET-001,Payment Processing Server,Server,CRITICAL,1,10,Production,7.5,0.00601,0.46348,0,1618,3.0,0.045075,0.0,HIGH,11.0,Patch,Open
CVE-2021-3422,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,7.5,0.00601,0.46348,0,1618,3.0,0.045075,0.0,HIGH,4.0,Config Change,Open
CVE-2021-3422,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,7.5,0.00601,0.46348,0,1618,3.0,0.045075,0.0,HIGH,6.0,Patch,Open
CVE-2021-3422,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,7.5,0.00601,0.46348,0,1618,3.0,0.045075,0.0,HIGH,5.5,Patch,Open
CVE-2021-3422,ASSET-024,Developer Secrets Manager,Server,HIGH,0,8,Development,7.5,0.00601,0.46348,0,1618,3.0,0.045075,0.0,HIGH,3.0,Config Change,Open
CVE-2021-3422,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,7.5,0.00601,0.46348,0,1618,3.0,0.045075,0.0,HIGH,5.5,Patch,Open
CVE-2021-3422,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,7.5,0.00601,0.46348,0,1618,3.0,0.045075,0.0,HIGH,3.0,Config Change,Open
CVE-2021-34235,ASSET-002,Financial Reporting Database,Database,VERY_HIGH,0,9,Production,9.8,0.01932,0.78581,0,1661,4.0,0.189336,0.0,CRITICAL,10.0,Patch,Open
CVE-2021-34235,ASSET-003,Customer Database Server,Database,CRITICAL,0,10,Production,9.8,0.01932,0.78581,0,1661,4.0,0.189336,0.0,CRITICAL,40.0,Upgrade,Open
CVE-2021-34235,ASSET-014,Analytics Data Warehouse,Database,MEDIUM,0,6,Production,9.8,0.01932,0.78581,0,1661,4.0,0.189336,0.0,CRITICAL,5.5,Patch,Open
CVE-2021-34235,ASSET-019,Staging Database,Database,LOW,0,2,Staging,9.8,0.01932,0.78581,0,1661,4.0,0.189336,0.0,CRITICAL,22.0,Upgrade,Open
CVE-2021-34257,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,8.8,0.01822,0.77221,0,1613,3.0,0.160336,0.0,HIGH,4.0,Config Change,Open
CVE-2021-34257,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,8.8,0.01822,0.77221,0,1613,3.0,0.160336,0.0,HIGH,3.0,Patch,Open
CVE-2021-3428,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,5.5,0.00301,0.2228,0,1640,2.0,0.016555,0.0,MEDIUM,0.5,Workaround,Open
CVE-2021-3428,ASSET-022,Developer Workstation Pool,Laptop,LOW,0,3,Development,5.5,0.00301,0.2228,0,1640,2.0,0.016555,0.0,MEDIUM,0.5,Workaround,Open
CVE-2021-3428,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,5.5,0.00301,0.2228,0,1640,2.0,0.016555,0.0,MEDIUM,3.5,Patch,Open
CVE-2021-34338,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,6.5,0.00957,0.58981,0,1634,2.0,0.062205,0.0,MEDIUM,2.0,Patch,Open
CVE-2021-34339,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,6.5,0.00957,0.58981,0,1634,2.0,0.062205,0.0,MEDIUM,1.5,Config Change,Open
CVE-2021-34340,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,6.5,0.00897,0.57084,0,1634,2.0,0.058305,0.0,MEDIUM,1.0,Workaround,Open
CVE-2021-34341,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,6.5,0.00897,0.57083,0,1634,2.0,0.058305,0.0,MEDIUM,1.5,Config Change,Open
CVE-2021-34342,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,6.5,0.01149,0.64614,0,1634,2.0,0.074685,0.0,MEDIUM,1.5,Workaround,Open
CVE-2021-34342,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,6.5,0.01149,0.64614,0,1634,2.0,0.074685,0.0,MEDIUM,2.0,Config Change,Open
CVE-2021-34359,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,6.9,0.00623,0.47416,0,1647,2.0,0.042987,0.0,MEDIUM,4.5,Patch,Open
CVE-2021-34361,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,5.3,0.00689,0.50245,0,1647,2.0,0.036517,0.0,MEDIUM,4.0,Patch,Open
CVE-2021-34401,ASSET-022,Developer Workstation Pool,Laptop,LOW,0,3,Development,7.8,0.003,0.22184,0,1685,3.0,0.0234,0.0,HIGH,2.5,Patch,Open
CVE-2021-34402,ASSET-003,Customer Database Server,Database,CRITICAL,0,10,Production,6.7,0.00286,0.20731,0,1685,2.0,0.019162,0.0,MEDIUM,6.0,Patch,Open
CVE-2021-34403,ASSET-022,Developer Workstation Pool,Laptop,LOW,0,3,Development,7.8,0.00302,0.22366,0,1685,3.0,0.023556,0.0,HIGH,1.5,Config Change,Open
CVE-2021-34404,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,7.1,0.00212,0.11428,0,1685,3.0,0.015052,0.0,HIGH,4.5,Patch,Open
CVE-2021-34404,ASSET-017,Vulnerability Scanner Host,Server,MEDIUM,0,4,Production,7.1,0.00212,0.11428,0,1685,3.0,0.015052,0.0,HIGH,16.5,Upgrade,Open
CVE-2021-34405,ASSET-011,Internal DNS Server,Server,MEDIUM,0,5,Production,5.5,0.00227,0.13301,0,1685,2.0,0.012485,0.0,MEDIUM,1.5,Config Change,Open
CVE-2021-34405,ASSET-022,Developer Workstation Pool,Laptop,LOW,0,3,Development,5.5,0.00227,0.13301,0,1685,2.0,0.012485,0.0,MEDIUM,1.5,Patch,Open
CVE-2021-34406,ASSET-027,Employee Endpoint Fleet,Laptop,LOW,0,3,Corporate,4.7,0.00186,0.08232,0,1685,2.0,0.008742,0.0,MEDIUM,0.5,Workaround,Open
CVE-2021-34406,ASSET-013,Backup & Recovery Server,Server,MEDIUM,0,6,Production,4.7,0.00186,0.08232,0,1685,2.0,0.008742,0.0,MEDIUM,1.5,Config Change,Open
CVE-2021-3456,ASSET-005,Authentication & SSO Server,Server,HIGH,1,9,Production,7.1,0.00202,0.10037,0,1614,3.0,0.014342,0.0,HIGH,4.5,Config Change,Open
CVE-2021-3456,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,7.1,0.00202,0.10037,0,1614,3.0,0.014342,0.0,HIGH,38.5,Upgrade,Open
CVE-2021-34600,ASSET-005,Authentication & SSO Server,Server,HIGH,1,9,Production,5.5,0.00414,0.34469,0,1683,2.0,0.02277,0.0,MEDIUM,1.5,Workaround,Open
CVE-2021-34600,ASSET-024,Developer Secrets Manager,Server,HIGH,0,8,Development,5.5,0.00414,0.34469,0,1683,2.0,0.02277,0.0,MEDIUM,2.5,Config Change,Open
CVE-2021-34704,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,8.6,0.01307,0.6857,0,1691,3.0,0.112402,0.0,HIGH,6.0,Patch,Open
CVE-2021-34704,ASSET-005,Authentication & SSO Server,Server,HIGH,1,9,Production,8.6,0.01307,0.6857,0,1691,3.0,0.112402,0.0,HIGH,4.5,Config Change,Open
CVE-2021-34704,ASSET-006,Product Catalogue API Server,Server,HIGH,1,7,Production,8.6,0.01307,0.6857,0,1691,3.0,0.112402,0.0,HIGH,5.0,Config Change,Open
CVE-2021-34704,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,8.6,0.01307,0.6857,0,1691,3.0,0.112402,0.0,HIGH,7.5,Patch,Open
CVE-2021-34704,ASSET-010,VPN Gateway,Network,HIGH,1,7,Production,8.6,0.01307,0.6857,0,1691,3.0,0.112402,0.0,HIGH,7.0,Patch,Open
CVE-2021-34704,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,8.6,0.01307,0.6857,0,1691,3.0,0.112402,0.0,HIGH,5.0,Patch,Open
CVE-2021-34704,ASSET-017,Vulnerability Scanner Host,Server,MEDIUM,0,4,Production,8.6,0.01307,0.6857,0,1691,3.0,0.112402,0.0,HIGH,2.5,Config Change,Open
CVE-2021-34704,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,8.6,0.01307,0.6857,0,1691,3.0,0.112402,0.0,HIGH,2.0,Config Change,Open
CVE-2021-34704,ASSET-030,CDN Edge Nodes,Network,MEDIUM,1,5,Production,8.6,0.01307,0.6857,0,1691,3.0,0.112402,0.0,HIGH,4.0,Patch,Open
CVE-2021-34797,ASSET-001,Payment Processing Server,Server,CRITICAL,1,10,Production,7.5,0.02894,0.85937,0,1699,3.0,0.21705,0.0,HIGH,12.0,Patch,Open
CVE-2021-34797,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,7.5,0.02894,0.85937,0,1699,3.0,0.21705,0.0,HIGH,6.5,Patch,Open
CVE-2021-34797,ASSET-007,Order Management System,Server,HIGH,0,8,Production,7.5,0.02894,0.85937,0,1699,3.0,0.21705,0.0,HIGH,4.5,Patch,Open
CVE-2021-34797,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,7.5,0.02894,0.85937,0,1699,3.0,0.21705,0.0,HIGH,29.5,Upgrade,Open
CVE-2021-34797,ASSET-010,VPN Gateway,Network,HIGH,1,7,Production,7.5,0.02894,0.85937,0,1699,3.0,0.21705,0.0,HIGH,5.5,Patch,Open
CVE-2021-34797,ASSET-012,Network Attached Storage (NAS),Storage,MEDIUM,0,5,Production,7.5,0.02894,0.85937,0,1699,3.0,0.21705,0.0,HIGH,3.5,Patch,Open
CVE-2021-34797,ASSET-016,SIEM & Log Management Server,Server,HIGH,0,7,Production,7.5,0.02894,0.85937,0,1699,3.0,0.21705,0.0,HIGH,3.0,Config Change,Open
CVE-2021-34797,ASSET-017,Vulnerability Scanner Host,Server,MEDIUM,0,4,Production,7.5,0.02894,0.85937,0,1699,3.0,0.21705,0.0,HIGH,3.5,Patch,Open
CVE-2021-34797,ASSET-018,Staging Web Server,Server,LOW,1,3,Staging,7.5,0.02894,0.85937,0,1699,3.0,0.21705,0.0,HIGH,4.0,Patch,Open
CVE-2021-34797,ASSET-020,CI/CD Build Server,Server,MEDIUM,0,4,Development,7.5,0.02894,0.85937,0,1699,3.0,0.21705,0.0,HIGH,2.5,Config Change,Open
CVE-2021-34797,ASSET-022,Developer Workstation Pool,Laptop,LOW,0,3,Development,7.5,0.02894,0.85937,0,1699,3.0,0.21705,0.0,HIGH,1.5,Config Change,Open
CVE-2021-34797,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,7.5,0.02894,0.85937,0,1699,3.0,0.21705,0.0,HIGH,3.0,Config Change,Open
