mapping_id,asset_id,asset_name,asset_type,criticality,internet_exposure,business_impact_score,environment,department_name,cve_id,cvss_score,cvss_version,severity,epss_score,epss_percentile,kev,vulnerability_age_days,severity_encoded,cvss_epss_interaction,kev_epss_interaction,remediation_hours,remediation_type,status,discovered_date
10358,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-25212,8.8,3.1,HIGH,0.00684,0.50038,0,1657,3.0,0.060192,0.0,6.5,Patch,Open,2025-11-26 08:55:24.442680
10420,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-25241,8.8,3.1,HIGH,0.03271,0.87528,0,1656,3.0,0.287848,0.0,37.0,Upgrade,Open,2026-08-17 08:55:24.446676
10422,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-25242,8.8,3.1,HIGH,0.00385,0.31515,0,1656,3.0,0.03388,0.0,37.5,Upgrade,Open,2026-07-18 08:55:24.447594
10441,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,IT Infrastructure,CVE-2021-26726,8.8,3.1,HIGH,0.01148,0.64558,0,1656,3.0,0.101024,0.0,37.5,Upgrade,Open,2026-08-20 08:55:24.448654
10486,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2021-39297,8.8,3.1,HIGH,0.00441,0.36761,0,1656,3.0,0.038808,0.0,6.5,Patch,Open,2026-07-02 08:55:24.451668
10635,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-24985,8.8,3.1,HIGH,0.0232,0.82241,0,1655,3.0,0.20416,0.0,4.0,Config Change,Open,2026-04-26 08:55:24.463655
10727,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,Payments & Finance,CVE-2021-41599,8.8,3.1,HIGH,0.02223,0.81447,0,1654,3.0,0.195624,0.0,5.5,Patch,Open,2026-05-30 08:55:24.471741
10800,ASSET-025,HR & Payroll System,Server,HIGH,0,8,Production,Human Resources,CVE-2020-25718,8.8,3.1,HIGH,0.01595,0.73973,0,1654,3.0,0.14036,0.0,4.5,Patch,Open,2026-01-08 08:55:24.475745
10805,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2020-25722,8.8,3.1,HIGH,0.01606,0.74137,0,1654,3.0,0.141328,0.0,6.5,Patch,Open,2026-08-23 08:55:24.476735
10864,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,Payments & Finance,CVE-2021-4093,8.8,3.1,HIGH,0.00419,0.34897,0,1654,3.0,0.036872,0.0,3.0,Config Change,Open,2026-03-24 08:55:24.480661
10865,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-4093,8.8,3.1,HIGH,0.00419,0.34897,0,1654,3.0,0.036872,0.0,5.5,Patch,Open,2026-07-04 08:55:24.480661
11094,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-24356,8.8,3.1,HIGH,0.02341,0.8242,0,1653,3.0,0.206008,0.0,32.5,Upgrade,Open,2026-04-10 08:55:24.509908
11096,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-24357,8.8,3.1,HIGH,0.02543,0.83856,0,1653,3.0,0.223784,0.0,6.0,Patch,Open,2026-04-13 08:55:24.510907
11098,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-24358,8.8,3.1,HIGH,0.02543,0.83857,0,1653,3.0,0.223784,0.0,6.0,Patch,Open,2026-04-09 08:55:24.510907
11100,ASSET-007,Order Management System,Server,HIGH,0,8,Production,Core Engineering,CVE-2022-24358,8.8,3.1,HIGH,0.02543,0.83857,0,1653,3.0,0.223784,0.0,5.0,Patch,Open,2025-12-13 08:55:24.510907
11105,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,Payments & Finance,CVE-2022-24358,8.8,3.1,HIGH,0.02543,0.83857,0,1653,3.0,0.223784,0.0,5.0,Patch,Open,2026-04-05 08:55:24.510907
11106,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-24358,8.8,3.1,HIGH,0.02543,0.83857,0,1653,3.0,0.223784,0.0,4.0,Config Change,Open,2025-11-06 08:55:24.510907
11108,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-24359,8.8,3.1,HIGH,0.02543,0.83858,0,1653,3.0,0.223784,0.0,5.5,Patch,Open,2026-02-28 08:55:24.510907
11110,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-24360,8.8,3.1,HIGH,0.02543,0.83858,0,1653,3.0,0.223784,0.0,3.5,Config Change,Open,2026-01-21 08:55:24.511763
11113,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-24362,8.8,3.1,HIGH,0.02543,0.83857,0,1653,3.0,0.223784,0.0,4.5,Config Change,Open,2026-01-04 08:55:24.511763
11115,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-24363,8.8,3.1,HIGH,0.02543,0.83855,0,1653,3.0,0.223784,0.0,32.5,Upgrade,Open,2026-07-09 08:55:24.512285
11117,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-24364,8.8,3.1,HIGH,0.02543,0.83856,0,1653,3.0,0.223784,0.0,4.5,Config Change,Open,2026-05-12 08:55:24.512285
11119,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-24365,8.8,3.1,HIGH,0.02543,0.83856,0,1653,3.0,0.223784,0.0,5.0,Config Change,Open,2025-11-05 08:55:24.512285
11121,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-24366,8.8,3.1,HIGH,0.02543,0.83856,0,1653,3.0,0.223784,0.0,6.5,Patch,Open,2026-04-17 08:55:24.512285
11123,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-24367,8.8,3.1,HIGH,0.02543,0.83857,0,1653,3.0,0.223784,0.0,6.5,Patch,Open,2026-04-29 08:55:24.513283
11163,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-23642,8.8,3.1,HIGH,0.7431,0.99451,0,1653,3.0,6.539280000000001,0.0,33.5,Upgrade,Open,2026-07-05 08:55:24.516283
11165,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,IT Infrastructure,CVE-2022-23642,8.8,3.1,HIGH,0.7431,0.99451,0,1653,3.0,6.539280000000001,0.0,6.5,Patch,Open,2026-07-29 08:55:24.516283
11171,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-44302,8.8,3.1,HIGH,0.01089,0.6299,0,1653,3.0,0.095832,0.0,37.5,Upgrade,Open,2026-04-13 08:55:24.516283
11174,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2021-44302,8.8,3.1,HIGH,0.01089,0.6299,0,1653,3.0,0.095832,0.0,4.0,Config Change,Open,2026-02-21 08:55:24.516283
11239,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-23375,8.8,3.1,HIGH,0.19872,0.9723,0,1653,3.0,1.7487360000000003,0.0,4.0,Config Change,Open,2025-12-23 08:55:24.520284
11375,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-45008,8.8,3.1,HIGH,0.01959,0.78884,0,1651,3.0,0.172392,0.0,32.0,Upgrade,Open,2025-10-07 08:55:24.529369
11411,ASSET-025,HR & Payroll System,Server,HIGH,0,8,Production,Human Resources,CVE-2022-24295,8.8,3.1,HIGH,0.16571,0.96777,0,1651,3.0,1.458248,0.0,4.5,Patch,Open,2025-10-03 08:55:24.532363
11413,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,Payments & Finance,CVE-2022-24295,8.8,3.1,HIGH,0.16571,0.96777,0,1651,3.0,1.458248,0.0,3.5,Config Change,Open,2026-07-29 08:55:24.532363
11447,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,IT Infrastructure,CVE-2022-23652,8.8,3.1,HIGH,0.01397,0.70502,0,1649,3.0,0.122936,0.0,4.0,Config Change,Open,2026-02-03 08:55:24.536372
11565,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-20650,8.8,3.1,HIGH,0.1455,0.96386,0,1649,3.0,1.2804,0.0,7.0,Patch,Open,2026-01-18 08:55:24.542367
11568,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,IT Infrastructure,CVE-2022-20650,8.8,3.1,HIGH,0.1455,0.96386,0,1649,3.0,1.2804,0.0,7.0,Patch,Open,2026-04-23 08:55:24.542367
11711,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-44967,8.8,3.1,HIGH,0.13502,0.96165,0,1648,3.0,1.188176,0.0,38.0,Upgrade,Open,2026-03-19 08:55:24.551281
11725,ASSET-024,Developer Secrets Manager,Server,HIGH,0,8,Development,DevOps,CVE-2021-4029,8.8,3.1,HIGH,0.00748,0.52331,0,1648,3.0,0.065824,0.0,3.0,Config Change,Open,2026-08-12 08:55:24.551281
11904,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,Payments & Finance,CVE-2020-10632,8.8,3.1,HIGH,0.00473,0.39023,0,1647,3.0,0.041624,0.0,4.5,Patch,Open,2026-08-14 08:55:24.564057
12045,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-24709,8.8,3.1,HIGH,0.00692,0.50352,0,1647,3.0,0.060896,0.0,7.0,Patch,Open,2025-12-18 08:55:24.573194
12047,ASSET-007,Order Management System,Server,HIGH,0,8,Production,Core Engineering,CVE-2022-24709,8.8,3.1,HIGH,0.00692,0.50352,0,1647,3.0,0.060896,0.0,5.0,Patch,Open,2026-06-08 08:55:24.573194
12051,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,Payments & Finance,CVE-2022-24709,8.8,3.1,HIGH,0.00692,0.50352,0,1647,3.0,0.060896,0.0,5.5,Patch,Open,2026-06-11 08:55:24.573194
12052,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-24709,8.8,3.1,HIGH,0.00692,0.50352,0,1647,3.0,0.060896,0.0,6.0,Patch,Open,2026-05-26 08:55:24.573194
12053,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-44664,8.8,3.1,HIGH,0.12782,0.9599,0,1647,3.0,1.124816,0.0,6.0,Patch,Open,2025-10-22 08:55:24.573194
12080,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-24288,8.8,3.1,HIGH,0.7788,0.99536,0,1647,3.0,6.853440000000001,0.0,6.0,Patch,Open,2026-03-22 08:55:24.576194
12084,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-24947,8.8,3.1,HIGH,0.0116,0.64887,0,1647,3.0,0.10208,0.0,7.0,Patch,Open,2026-03-04 08:55:24.576194
12255,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-25094,8.8,3.1,HIGH,0.23261,0.97607,0,1646,3.0,2.046968,0.0,6.5,Patch,Open,2025-11-06 08:55:24.591316
12328,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-24704,8.8,3.1,HIGH,0.00618,0.47186,0,1644,3.0,0.054384,0.0,6.5,Patch,Open,2025-11-09 08:55:24.595568
12334,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-24803,8.8,3.1,HIGH,0.00628,0.47627,0,1644,3.0,0.055264,0.0,5.5,Patch,Open,2026-01-22 08:55:24.595568
12354,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2021-24864,8.8,3.1,HIGH,0.01221,0.66562,0,1644,3.0,0.107448,0.0,6.0,Patch,Open,2026-05-01 08:55:24.596454
12580,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-25018,8.8,3.1,HIGH,0.02708,0.84906,0,1643,3.0,0.238304,0.0,5.0,Config Change,Open,2025-09-22 08:55:24.614454
12654,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-43075,8.8,3.1,HIGH,0.01623,0.74402,0,1642,3.0,0.142824,0.0,6.0,Patch,Open,2026-07-25 08:55:24.618542
12657,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,IT Infrastructure,CVE-2021-43075,8.8,3.1,HIGH,0.01623,0.74402,0,1642,3.0,0.142824,0.0,38.5,Upgrade,Open,2025-11-17 08:55:24.618542
12662,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-43077,8.8,3.1,HIGH,0.0081,0.5439,0,1642,3.0,0.07128,0.0,6.0,Patch,Open,2026-02-03 08:55:24.619545
12665,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,IT Infrastructure,CVE-2021-43077,8.8,3.1,HIGH,0.0081,0.5439,0,1642,3.0,0.07128,0.0,5.5,Patch,Open,2026-01-18 08:55:24.619545
12683,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-41282,8.8,3.1,HIGH,0.87113,0.99735,0,1642,3.0,7.665944,0.0,3.5,Config Change,Open,2026-05-11 08:55:24.620542
12704,ASSET-025,HR & Payroll System,Server,HIGH,0,8,Production,Human Resources,CVE-2022-24255,8.8,3.1,HIGH,0.01376,0.70106,0,1642,3.0,0.121088,0.0,3.5,Config Change,Open,2026-06-04 08:55:24.621536
12730,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-0824,8.8,3.1,HIGH,0.96977,0.99886,0,1642,3.0,8.533976000000001,0.0,5.5,Patch,Open,2026-04-29 08:55:24.623537
12943,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-22909,8.8,3.1,HIGH,0.45434,0.987,0,1641,3.0,3.998192,0.0,3.5,Config Change,Open,2025-11-10 08:55:24.637998
12944,ASSET-024,Developer Secrets Manager,Server,HIGH,0,8,Development,DevOps,CVE-2022-22909,8.8,3.1,HIGH,0.45434,0.987,0,1641,3.0,3.998192,0.0,5.0,Patch,Open,2025-09-15 08:55:24.637998
13289,ASSET-025,HR & Payroll System,Server,HIGH,0,8,Production,Human Resources,CVE-2021-3656,8.8,3.1,HIGH,0.00658,0.48986,0,1639,3.0,0.057904,0.0,4.0,Patch,Open,2025-10-01 08:55:24.658942
13340,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-44827,8.8,3.1,HIGH,0.53956,0.98925,0,1639,3.0,4.748128,0.0,6.5,Patch,Open,2026-07-15 08:55:24.660970
13343,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,IT Infrastructure,CVE-2021-44827,8.8,3.1,HIGH,0.53956,0.98925,0,1639,3.0,4.748128,0.0,6.0,Patch,Open,2026-05-17 08:55:24.660970
13709,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-0896,8.8,3.1,HIGH,0.0141,0.70749,0,1635,3.0,0.12408,0.0,6.5,Patch,Open,2026-06-01 08:55:24.687053
13733,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,IT Infrastructure,CVE-2022-21990,8.8,3.1,HIGH,0.18842,0.97077,0,1635,3.0,1.6580960000000002,0.0,4.5,Config Change,Open,2026-06-17 08:55:24.688042
13767,ASSET-025,HR & Payroll System,Server,HIGH,0,8,Production,Human Resources,CVE-2022-23285,8.8,3.1,HIGH,0.25628,0.97806,0,1635,3.0,2.2552640000000004,0.0,4.5,Patch,Open,2026-07-04 08:55:24.690052
13796,ASSET-025,HR & Payroll System,Server,HIGH,0,8,Production,Human Resources,CVE-2022-23294,8.8,3.1,HIGH,0.02296,0.82045,0,1635,3.0,0.202048,0.0,3.0,Config Change,Open,2026-07-12 08:55:24.691046
13798,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,Payments & Finance,CVE-2022-23294,8.8,3.1,HIGH,0.02296,0.82045,0,1635,3.0,0.202048,0.0,3.0,Config Change,Open,2026-02-01 08:55:24.691046
14355,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-22985,8.8,3.1,HIGH,0.01042,0.61662,0,1634,3.0,0.091696,0.0,5.0,Config Change,Open,2025-09-28 08:55:24.729986
14358,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,Payments & Finance,CVE-2022-22985,8.8,3.1,HIGH,0.01042,0.61662,0,1634,3.0,0.091696,0.0,4.5,Patch,Open,2026-01-29 08:55:24.729986
14361,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-23940,8.8,3.1,HIGH,0.53235,0.98903,0,1634,3.0,4.68468,0.0,34.0,Upgrade,Open,2025-12-05 08:55:24.729986
14461,ASSET-024,Developer Secrets Manager,Server,HIGH,0,8,Development,DevOps,CVE-2022-24644,8.8,3.1,HIGH,0.01896,0.78155,0,1634,3.0,0.166848,0.0,5.0,Patch,Open,2026-01-06 08:55:24.735042
14462,ASSET-025,HR & Payroll System,Server,HIGH,0,8,Production,Human Resources,CVE-2022-24644,8.8,3.1,HIGH,0.01896,0.78155,0,1634,3.0,0.166848,0.0,4.5,Patch,Open,2026-01-31 08:55:24.735042
14464,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,Payments & Finance,CVE-2022-24644,8.8,3.1,HIGH,0.01896,0.78155,0,1634,3.0,0.166848,0.0,5.5,Patch,Open,2026-05-02 08:55:24.735042
14664,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-44673,8.8,3.1,HIGH,0.08963,0.94877,0,1634,3.0,0.7887440000000001,0.0,6.5,Patch,Open,2026-06-10 08:55:24.751042
14677,ASSET-024,Developer Secrets Manager,Server,HIGH,0,8,Development,DevOps,CVE-2021-39022,8.8,3.1,HIGH,0.0049,0.40195,0,1633,3.0,0.04312,0.0,4.5,Patch,Open,2025-10-07 08:55:24.751042
14678,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,Payments & Finance,CVE-2021-39022,8.8,3.1,HIGH,0.0049,0.40195,0,1633,3.0,0.04312,0.0,5.0,Patch,Open,2026-02-12 08:55:24.751042
14750,ASSET-024,Developer Secrets Manager,Server,HIGH,0,8,Development,DevOps,CVE-2022-25510,8.8,3.1,HIGH,0.01051,0.61899,0,1633,3.0,0.092488,0.0,5.5,Patch,Open,2026-07-23 08:55:24.757042
15024,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-45886,8.8,3.1,HIGH,0.00555,0.44077,0,1631,3.0,0.04884,0.0,3.5,Config Change,Open,2026-01-26 08:55:24.806041
15026,ASSET-024,Developer Secrets Manager,Server,HIGH,0,8,Development,DevOps,CVE-2021-45886,8.8,3.1,HIGH,0.00555,0.44077,0,1631,3.0,0.04884,0.0,4.5,Patch,Open,2025-09-20 08:55:24.806041
15094,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-24384,8.8,3.1,HIGH,0.0409,0.89996,0,1630,3.0,0.35992,0.0,6.0,Patch,Open,2026-07-31 08:55:24.810047
15095,ASSET-009,Load Balancer / API Gateway,Network,HIGH,1,8,Production,IT Infrastructure,CVE-2022-24384,8.8,3.1,HIGH,0.0409,0.89996,0,1630,3.0,0.35992,0.0,5.0,Config Change,Open,2025-12-12 08:55:24.810047
15097,ASSET-025,HR & Payroll System,Server,HIGH,0,8,Production,Human Resources,CVE-2022-24386,8.8,3.1,HIGH,0.00708,0.50962,0,1630,3.0,0.062304,0.0,27.5,Upgrade,Open,2025-09-09 08:55:24.810047
15237,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-22346,8.8,3.1,HIGH,0.00384,0.31425,0,1630,3.0,0.033792,0.0,4.5,Config Change,Open,2025-10-10 08:55:24.821043
15296,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-43305,8.8,3.1,HIGH,0.01672,0.75143,0,1629,3.0,0.147136,0.0,5.5,Patch,Open,2026-02-02 08:55:24.826048
15327,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-45010,8.8,3.1,HIGH,0.7008,0.99327,0,1629,3.0,6.16704,0.0,5.0,Config Change,Open,2025-09-12 08:55:24.828050
15438,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-22771,8.8,3.1,HIGH,0.02451,0.83229,0,1629,3.0,0.215688,0.0,33.5,Upgrade,Open,2026-01-28 08:55:24.832048
15441,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2022-22771,8.8,3.1,HIGH,0.02451,0.83229,0,1629,3.0,0.215688,0.0,34.5,Upgrade,Open,2026-02-01 08:55:24.832048
15647,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2020-25721,8.8,3.1,HIGH,0.02064,0.80005,0,1628,3.0,0.181632,0.0,6.0,Patch,Open,2025-12-02 08:55:24.849046
15877,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-45821,8.8,3.1,HIGH,0.02675,0.84723,0,1628,3.0,0.2354,0.0,6.0,Patch,Open,2026-02-11 08:55:24.870044
15883,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-0811,8.8,3.1,HIGH,0.19046,0.97106,0,1628,3.0,1.676048,0.0,6.0,Patch,Open,2026-04-09 08:55:24.871049
16045,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-45791,8.8,3.1,HIGH,0.00969,0.59419,0,1627,3.0,0.085272,0.0,6.0,Patch,Open,2026-01-10 08:55:24.879043
16385,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-22590,8.8,3.1,HIGH,0.01555,0.73388,0,1626,3.0,0.13684,0.0,7.0,Patch,Open,2026-01-21 08:55:24.900687
16446,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-22620,8.8,3.1,HIGH,0.16214,0.96709,1,1626,3.0,1.426832,0.16214,35.5,Upgrade,Open,2026-07-03 08:55:24.905232
16540,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-27245,8.8,3.1,HIGH,0.00895,0.57009,0,1626,3.0,0.07876,0.0,4.5,Config Change,Open,2026-07-04 08:55:24.916159
16604,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-26266,8.8,3.1,HIGH,0.01292,0.6824,0,1625,3.0,0.113696,0.0,32.5,Upgrade,Open,2026-08-09 08:55:24.923655
16681,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2020-24772,8.8,3.1,HIGH,0.00677,0.49777,0,1623,3.0,0.059576,0.0,7.0,Patch,Open,2026-03-10 08:55:24.932812
16686,ASSET-025,HR & Payroll System,Server,HIGH,0,8,Production,Human Resources,CVE-2020-24772,8.8,3.1,HIGH,0.00677,0.49777,0,1623,3.0,0.059576,0.0,3.0,Config Change,Open,2026-06-10 08:55:24.932812
16688,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,Payments & Finance,CVE-2020-24772,8.8,3.1,HIGH,0.00677,0.49777,0,1623,3.0,0.059576,0.0,3.0,Config Change,Open,2026-04-08 08:55:24.932812
16702,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-22394,8.8,3.1,HIGH,0.02211,0.81352,0,1623,3.0,0.194568,0.0,6.0,Patch,Open,2026-07-05 08:55:24.933813
16744,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-0687,8.8,3.1,HIGH,0.01462,0.71732,0,1622,3.0,0.128656,0.0,6.0,Patch,Open,2025-10-15 08:55:24.939812
16792,ASSET-029,Cloud Storage Bucket (S3/GCS),Cloud,HIGH,1,8,Production,IT Infrastructure,CVE-2021-40662,8.8,3.1,HIGH,0.01096,0.63214,0,1622,3.0,0.096448,0.0,3.5,Config Change,Open,2026-02-08 08:55:24.943827
16795,ASSET-025,HR & Payroll System,Server,HIGH,0,8,Production,Human Resources,CVE-2022-26183,8.8,3.1,HIGH,0.01594,0.73963,0,1622,3.0,0.140272,0.0,3.0,Config Change,Open,2025-10-26 08:55:24.944811
16797,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,Payments & Finance,CVE-2022-26183,8.8,3.1,HIGH,0.01594,0.73963,0,1622,3.0,0.140272,0.0,23.5,Upgrade,Open,2026-06-14 08:55:24.944811
17068,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-0981,8.8,3.1,HIGH,0.01168,0.65143,0,1620,3.0,0.102784,0.0,6.5,Patch,Open,2025-10-01 08:55:24.969760
17166,ASSET-007,Order Management System,Server,HIGH,0,8,Production,Core Engineering,CVE-2022-25268,8.8,3.1,HIGH,0.00417,0.34718,0,1620,3.0,0.036696,0.0,25.5,Upgrade,Open,2025-10-18 08:55:24.977963
17405,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-0435,8.8,3.1,HIGH,0.67994,0.99268,0,1618,3.0,5.983472000000001,0.0,6.0,Patch,Open,2026-05-30 08:55:25.001905
17493,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-40904,8.8,3.1,HIGH,0.03692,0.88915,0,1618,3.0,0.324896,0.0,6.5,Patch,Open,2026-07-01 08:55:25.008941
17497,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-40905,8.8,3.1,HIGH,0.03027,0.86524,0,1618,3.0,0.266376,0.0,5.5,Patch,Open,2026-08-18 08:55:25.008941
17501,ASSET-028,ERP System (SAP),Server,HIGH,0,8,Production,Payments & Finance,CVE-2021-40905,8.8,3.1,HIGH,0.03027,0.86524,0,1618,3.0,0.266376,0.0,5.0,Patch,Open,2025-11-05 08:55:25.008941
17656,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2021-24962,8.8,3.1,HIGH,0.03041,0.86577,0,1616,3.0,0.267608,0.0,37.0,Upgrade,Open,2026-08-29 08:55:25.021465
17688,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-0499,8.8,3.1,HIGH,0.00628,0.47627,0,1616,3.0,0.055264,0.0,4.0,Config Change,Open,2026-03-08 08:55:25.023464
18054,ASSET-004,Public Web Server,Server,HIGH,1,8,Production,Core Engineering,CVE-2022-28150,8.8,3.1,HIGH,0.00717,0.51293,0,1615,3.0,0.063096,0.0,4.0,Config Change,Open,2026-04-21 08:55:25.044309
